timestamp,switch,eth_src,eth_dst,eth_type,src_ip,dst_ip,cookie,table_id,packet_count,byte_count,idle_timeout_s,hard_timeout_s,in_port,dur,dur_nsec,label
1695491865.99492,00:00:00:00:00:00:00:09,24:d4:9b:33:b2:20,02:00:00:00:00:01,0x800,172.24.16.10,172.24.16.20,9007200479477760,N/A,0,0,5,0,2,5,67000000,0
1695491865.99492,00:00:00:00:00:00:00:09,02:00:00:00:00:01,16:0d:a2:c9:0f:83,0x800,172.24.16.20,172.24.16.9,9007201905541120,N/A,1,74,5,0,3,4,922000000,0
1695491865.99492,00:00:00:00:00:00:00:09,02:00:00:00:00:01,24:d4:9b:33:b2:20,0x800,172.24.16.20,172.24.16.10,9007201922318336,N/A,1,74,5,0,3,4,901000000,0
1695491865.99492,00:00:00:00:00:00:00:09,16:0d:a2:c9:0f:83,02:00:00:00:00:01,0x800,172.24.16.9,172.24.16.20,9007202593406976,N/A,5543,213766086,5,0,1,4,743000000,0
1695491865.99492,00:00:00:00:00:00:00:09,16:0d:a2:c9:0f:83,02:00:00:00:00:01,0x800,172.24.16.9,172.24.16.20,9007202610184192,N/A,6563,9930902,5,0,1,4,743000000,0
1695491865.99492,00:00:00:00:00:00:00:09,24:d4:9b:33:b2:20,02:00:00:00:00:01,0x800,172.24.16.10,172.24.16.20,9007203415490560,N/A,16870,864502428,5,0,2,4,655000000,0
1695491865.99492,00:00:00:00:00:00:00:09,24:d4:9b:33:b2:20,02:00:00:00:00:01,0x800,172.24.16.10,172.24.16.20,9007203449044992,N/A,1341,1941354,5,0,2,4,655000000,0
1695491865.99492,00:00:00:00:00:00:00:09,02:00:00:00:00:01,16:0d:a2:c9:0f:83,0x800,172.24.16.20,172.24.16.9,9007205999181824,N/A,2,188,5,0,3,4,305000000,0
1695491865.99492,00:00:00:00:00:00:00:09,02:00:00:00:00:01,16:0d:a2:c9:0f:83,0x800,172.24.16.20,172.24.16.9,9007206586384384,N/A,9459,773418,5,0,3,4,209000000,0
1695491865.99492,00:00:00:00:00:00:00:09,02:00:00:00:00:01,24:d4:9b:33:b2:20,0x800,172.24.16.20,172.24.16.10,9007208498987008,N/A,2,188,5,0,3,3,978000000,0
1695491865.99492,00:00:00:00:00:00:00:09,02:00:00:00:00:01,24:d4:9b:33:b2:20,0x800,172.24.16.20,172.24.16.10,9007208566095872,N/A,6381,442794,5,0,3,3,978000000,0
1695491865.99492,00:00:00:00:00:00:00:09,N/A,N/A,N/A,N/A,N/A,0,N/A,156,43162,0,0,N/A,20,611000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,ce:94:05:58:97:d0,0x806,N/A,N/A,9007200395591680,N/A,1,42,5,0,3,5,41000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,9a:e2:59:1f:df:d6,0x806,N/A,N/A,9007200630472704,N/A,1,42,5,0,3,5,0,0
1695491865.99492,00:00:00:00:00:00:00:06,ce:94:05:58:97:d0,12:29:fb:48:15:e7,0x800,172.24.16.3,172.24.16.8,9007199539953664,N/A,5,490,5,0,1,5,218000000,0
1695491865.99492,00:00:00:00:00:00:00:06,ba:2e:c8:df:0e:c9,9a:e2:59:1f:df:d6,0x800,172.24.16.1,172.24.16.4,9007199556730880,N/A,6,588,5,0,3,5,171000000,0
1695491865.99492,00:00:00:00:00:00:00:06,16:0d:a2:c9:0f:83,9a:e2:59:1f:df:d6,0x800,172.24.16.9,172.24.16.4,9007199623839744,N/A,6,588,5,0,3,5,171000000,0
1695491865.99492,00:00:00:00:00:00:00:06,9a:e2:59:1f:df:d6,6a:b4:67:f6:d8:ab,0x800,172.24.16.4,172.24.16.16,9007199758057472,N/A,5,490,5,0,2,5,147000000,0
1695491865.99492,00:00:00:00:00:00:00:06,5e:7d:a0:c9:22:15,9a:e2:59:1f:df:d6,0x800,172.24.16.11,172.24.16.4,9007199992938496,N/A,6,588,5,0,3,5,128000000,0
1695491865.99492,00:00:00:00:00:00:00:06,12:29:fb:48:15:e7,ce:94:05:58:97:d0,0x800,172.24.16.8,172.24.16.3,9007200127156224,N/A,6,588,5,0,3,5,111000000,0
1695491865.99492,00:00:00:00:00:00:00:06,9a:e2:59:1f:df:d6,ba:2e:c8:df:0e:c9,0x800,172.24.16.4,172.24.16.1,9007200160710656,N/A,5,490,5,0,2,5,111000000,0
1695491865.99492,00:00:00:00:00:00:00:06,9a:e2:59:1f:df:d6,16:0d:a2:c9:0f:83,0x800,172.24.16.4,172.24.16.9,9007200177487872,N/A,5,490,5,0,2,5,110000000,0
1695491865.99492,00:00:00:00:00:00:00:06,9a:e2:59:1f:df:d6,5e:7d:a0:c9:22:15,0x800,172.24.16.4,172.24.16.11,9007200194265088,N/A,5,490,5,0,2,5,66000000,0
1695491865.99492,00:00:00:00:00:00:00:06,6a:b4:67:f6:d8:ab,9a:e2:59:1f:df:d6,0x800,172.24.16.16,172.24.16.4,9007200362037248,N/A,6,588,5,0,3,5,59000000,0
1695491865.99492,00:00:00:00:00:00:00:06,ce:94:05:58:97:d0,02:00:00:00:00:01,0x800,172.24.16.3,172.24.16.20,9007200647249920,N/A,1,74,5,0,1,5,0,0
1695491865.99492,00:00:00:00:00:00:00:06,9a:e2:59:1f:df:d6,02:00:00:00:00:01,0x800,172.24.16.4,172.24.16.20,9007200781467648,N/A,1,74,5,0,2,4,967000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,ce:94:05:58:97:d0,0x800,172.24.16.20,172.24.16.3,9007203667148800,N/A,2,148,5,0,3,4,602000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,9a:e2:59:1f:df:d6,0x800,172.24.16.20,172.24.16.4,9007203683926016,N/A,2,148,5,0,3,4,602000000,0
1695491865.99492,00:00:00:00:00:00:00:06,ce:94:05:58:97:d0,02:00:00:00:00:01,0x800,172.24.16.3,172.24.16.20,9007204455677952,N/A,8145,306461994,5,0,1,4,446000000,0
1695491865.99492,00:00:00:00:00:00:00:06,ce:94:05:58:97:d0,02:00:00:00:00:01,0x800,172.24.16.3,172.24.16.20,9007204858331136,N/A,2150,3247308,5,0,1,4,370000000,0
1695491865.99492,00:00:00:00:00:00:00:06,9a:e2:59:1f:df:d6,02:00:00:00:00:01,0x800,172.24.16.4,172.24.16.20,9007205042880512,N/A,7593,263644058,5,0,2,4,369000000,0
1695491865.99492,00:00:00:00:00:00:00:06,9a:e2:59:1f:df:d6,02:00:00:00:00:01,0x800,172.24.16.4,172.24.16.20,9007205093212160,N/A,2683,4055326,5,0,2,4,369000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,ce:94:05:58:97:d0,0x800,172.24.16.20,172.24.16.3,9007208532541440,N/A,1,94,5,0,3,3,934000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,9a:e2:59:1f:df:d6,0x800,172.24.16.20,172.24.16.4,9007208549318656,N/A,1,94,5,0,3,3,934000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,ce:94:05:58:97:d0,0x800,172.24.16.20,172.24.16.3,9007208985526272,N/A,6584,506512,5,0,3,3,859000000,0
1695491865.99492,00:00:00:00:00:00:00:06,02:00:00:00:00:01,9a:e2:59:1f:df:d6,0x800,172.24.16.20,172.24.16.4,9007209035857920,N/A,7480,568068,5,0,3,3,838000000,0
1695491865.99492,00:00:00:00:00:00:00:06,N/A,N/A,N/A,N/A,N/A,0,N/A,188,71171,0,0,N/A,20,517000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,94:50:ab:97:e7:84,0x806,N/A,N/A,9007200345260032,N/A,1,42,5,0,3,5,88000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,7a:99:34:e1:18:60,0x806,N/A,N/A,9007200378814464,N/A,1,42,5,0,3,5,76000000,0
1695491865.99492,00:00:00:00:00:00:00:07,7a:99:34:e1:18:60,0e:53:0e:e7:c2:6e,0x800,172.24.16.6,172.24.16.17,9007199388958720,N/A,5,490,5,0,2,5,276000000,0
1695491865.99492,00:00:00:00:00:00:00:07,2e:0d:67:ce:f5:ba,94:50:ab:97:e7:84,0x800,172.24.16.18,172.24.16.5,9007199288295424,N/A,6,588,5,0,3,5,254000000,0
1695491865.99492,00:00:00:00:00:00:00:07,94:50:ab:97:e7:84,6a:b4:67:f6:d8:ab,0x800,172.24.16.5,172.24.16.16,9007199573508096,N/A,5,490,5,0,1,5,210000000,0
1695491865.99492,00:00:00:00:00:00:00:07,0e:53:0e:e7:c2:6e,7a:99:34:e1:18:60,0x800,172.24.16.17,172.24.16.6,9007200026492928,N/A,5,490,5,0,3,5,148000000,0
1695491865.99492,00:00:00:00:00:00:00:07,94:50:ab:97:e7:84,2e:0d:67:ce:f5:ba,0x800,172.24.16.5,172.24.16.18,9007200060047360,N/A,5,490,5,0,1,5,143000000,0
1695491865.99492,00:00:00:00:00:00:00:07,6a:b4:67:f6:d8:ab,94:50:ab:97:e7:84,0x800,172.24.16.16,172.24.16.5,9007200294928384,N/A,6,588,5,0,3,5,115000000,0
1695491865.99492,00:00:00:00:00:00:00:07,94:50:ab:97:e7:84,02:00:00:00:00:01,0x800,172.24.16.5,172.24.16.20,9007200596918272,N/A,0,0,5,0,1,5,52000000,0
1695491865.99492,00:00:00:00:00:00:00:07,7a:99:34:e1:18:60,02:00:00:00:00:01,0x800,172.24.16.6,172.24.16.20,9007200613695488,N/A,0,0,5,0,2,5,33000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,94:50:ab:97:e7:84,0x800,172.24.16.20,172.24.16.5,9007200882130944,N/A,1,74,5,0,3,4,971000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,7a:99:34:e1:18:60,0x800,172.24.16.20,172.24.16.6,9007200898908160,N/A,1,74,5,0,3,4,956000000,0
1695491865.99492,00:00:00:00:00:00:00:07,94:50:ab:97:e7:84,02:00:00:00:00:01,0x800,172.24.16.5,172.24.16.20,9007202257862656,N/A,6931,281086646,5,0,1,4,705000000,0
1695491865.99492,00:00:00:00:00:00:00:07,94:50:ab:97:e7:84,02:00:00:00:00:01,0x800,172.24.16.5,172.24.16.20,9007202291417088,N/A,6191,9370278,5,0,1,4,705000000,0
1695491865.99492,00:00:00:00:00:00:00:07,7a:99:34:e1:18:60,02:00:00:00:00:01,0x800,172.24.16.6,172.24.16.20,9007202996060160,N/A,9243,391804030,5,0,2,4,680000000,0
1695491865.99492,00:00:00:00:00:00:00:07,7a:99:34:e1:18:60,02:00:00:00:00:01,0x800,172.24.16.6,172.24.16.20,9007203012837376,N/A,3096,4680680,5,0,2,4,680000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,94:50:ab:97:e7:84,0x800,172.24.16.20,172.24.16.5,9007206032736256,N/A,1,94,5,0,3,4,294000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,7a:99:34:e1:18:60,0x800,172.24.16.20,172.24.16.6,9007206049513472,N/A,1,94,5,0,3,4,294000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,94:50:ab:97:e7:84,0x800,172.24.16.20,172.24.16.5,9007206938705920,N/A,9836,796456,5,0,3,4,146000000,0
1695491865.99492,00:00:00:00:00:00:00:07,02:00:00:00:00:01,7a:99:34:e1:18:60,0x800,172.24.16.20,172.24.16.6,9007207257473024,N/A,7221,576974,5,0,3,4,116000000,0
1695491865.99492,00:00:00:00:00:00:00:07,N/A,N/A,N/A,N/A,N/A,0,N/A,194,71897,0,0,N/A,20,598000000,0
1695491865.99492,00:00:00:00:00:00:00:04,16:0d:a2:c9:0f:83,6c:23:c1:94:e3:3a,0x806,N/A,N/A,9007199271518208,N/A,2,84,5,0,3,5,257000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:29:fb:48:15:e7,72:ad:29:aa:19:e9,0x806,N/A,N/A,9007199674171392,N/A,1,42,5,0,2,5,174000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,6c:23:c1:94:e3:3a,0x806,N/A,N/A,9007199841943552,N/A,1,42,5,0,5,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,12:29:fb:48:15:e7,0x806,N/A,N/A,9007199858720768,N/A,1,42,5,0,5,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,16:0d:a2:c9:0f:83,0x806,N/A,N/A,9007199875497984,N/A,1,42,5,0,5,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,24:d4:9b:33:b2:20,0x806,N/A,N/A,9007199892275200,N/A,1,42,5,0,5,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,0e:53:0e:e7:c2:6e,0x806,N/A,N/A,9007199909052416,N/A,1,42,5,0,5,5,141000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,2e:0d:67:ce:f5:ba,0x806,N/A,N/A,9007200043270144,N/A,1,42,5,0,5,5,98000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,12:a8:b5:1f:54:b6,0x806,N/A,N/A,9007200244596736,N/A,1,42,5,0,5,5,91000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,72:ad:29:aa:19:e9,0x806,N/A,N/A,9007200261373952,N/A,1,42,5,0,5,5,84000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,ba:ac:3e:25:c0:d1,0x806,N/A,N/A,9007200311705600,N/A,1,42,5,0,5,5,84000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,6a:b4:67:f6:d8:ab,0x806,N/A,N/A,9007200328482816,N/A,1,42,5,0,5,5,64000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,94:50:ab:97:e7:84,0x806,N/A,N/A,9007200345260032,N/A,1,42,5,0,5,5,47000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,7a:99:34:e1:18:60,0x806,N/A,N/A,9007200378814464,N/A,1,42,5,0,5,5,47000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,ce:94:05:58:97:d0,0x806,N/A,N/A,9007200395591680,N/A,1,42,5,0,5,5,47000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,9a:e2:59:1f:df:d6,0x806,N/A,N/A,9007200630472704,N/A,1,42,5,0,5,4,997000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,ba:2e:c8:df:0e:c9,0x806,N/A,N/A,9007200664027136,N/A,1,42,5,0,5,4,997000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,e0:19:6b:4d:dd:29,0x806,N/A,N/A,9007200680804352,N/A,1,42,5,0,5,4,997000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6c:23:c1:94:e3:3a,16:0d:a2:c9:0f:83,0x806,N/A,N/A,9007209052635136,N/A,1,42,5,0,2,0,171000000,0
1695491865.99492,00:00:00:00:00:00:00:04,72:ad:29:aa:19:e9,12:29:fb:48:15:e7,0x806,N/A,N/A,9007209069412352,N/A,1,42,5,0,1,0,171000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6c:23:c1:94:e3:3a,16:0d:a2:c9:0f:83,0x800,172.24.16.7,172.24.16.9,9007199338627072,N/A,6,588,5,0,2,5,246000000,0
1695491865.99492,00:00:00:00:00:00:00:04,72:ad:29:aa:19:e9,12:29:fb:48:15:e7,0x800,172.24.16.14,172.24.16.8,9007199321849856,N/A,6,588,5,0,1,5,244000000,0
1695491865.99492,00:00:00:00:00:00:00:04,e0:19:6b:4d:dd:29,6c:23:c1:94:e3:3a,0x800,172.24.16.2,172.24.16.7,9007199506399232,N/A,6,588,5,0,1,5,208000000,0
1695491865.99492,00:00:00:00:00:00:00:04,ce:94:05:58:97:d0,12:29:fb:48:15:e7,0x800,172.24.16.3,172.24.16.8,9007199539953664,N/A,6,588,5,0,1,5,208000000,0
1695491865.99492,00:00:00:00:00:00:00:04,0e:53:0e:e7:c2:6e,5e:7d:a0:c9:22:15,0x800,172.24.16.17,172.24.16.11,9007199607062528,N/A,6,588,5,0,1,5,174000000,0
1695491865.99492,00:00:00:00:00:00:00:04,16:0d:a2:c9:0f:83,9a:e2:59:1f:df:d6,0x800,172.24.16.9,172.24.16.4,9007199623839744,N/A,6,588,5,0,3,5,174000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:29:fb:48:15:e7,ba:ac:3e:25:c0:d1,0x800,172.24.16.8,172.24.16.15,9007199472844800,N/A,5,490,5,0,2,5,174000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6a:b4:67:f6:d8:ab,16:0d:a2:c9:0f:83,0x800,172.24.16.16,172.24.16.9,9007199724503040,N/A,6,588,5,0,1,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:29:fb:48:15:e7,72:ad:29:aa:19:e9,0x800,172.24.16.8,172.24.16.14,9007199808389120,N/A,6,588,5,0,2,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,24:d4:9b:33:b2:20,e0:19:6b:4d:dd:29,0x800,172.24.16.10,172.24.16.2,9007199640616960,N/A,5,490,5,0,3,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,16:0d:a2:c9:0f:83,6c:23:c1:94:e3:3a,0x800,172.24.16.9,172.24.16.7,9007199825166336,N/A,6,588,5,0,3,5,151000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6e:2c:ce:30:dc:d4,ba:2e:c8:df:0e:c9,0x800,172.24.16.12,172.24.16.1,9007199976161280,N/A,5,490,5,0,4,5,136000000,0
1695491865.99492,00:00:00:00:00:00:00:04,5e:7d:a0:c9:22:15,9a:e2:59:1f:df:d6,0x800,172.24.16.11,172.24.16.4,9007199992938496,N/A,5,490,5,0,4,5,136000000,0
1695491865.99492,00:00:00:00:00:00:00:04,e0:19:6b:4d:dd:29,24:d4:9b:33:b2:20,0x800,172.24.16.2,172.24.16.10,9007200093601792,N/A,6,588,5,0,1,5,98000000,0
1695491865.99492,00:00:00:00:00:00:00:04,ba:2e:c8:df:0e:c9,6e:2c:ce:30:dc:d4,0x800,172.24.16.1,172.24.16.12,9007200110379008,N/A,6,588,5,0,1,5,98000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:29:fb:48:15:e7,ce:94:05:58:97:d0,0x800,172.24.16.8,172.24.16.3,9007200127156224,N/A,5,490,5,0,2,5,98000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6c:23:c1:94:e3:3a,e0:19:6b:4d:dd:29,0x800,172.24.16.7,172.24.16.2,9007200143933440,N/A,5,490,5,0,2,5,98000000,0
1695491865.99492,00:00:00:00:00:00:00:04,9a:e2:59:1f:df:d6,16:0d:a2:c9:0f:83,0x800,172.24.16.4,172.24.16.9,9007200177487872,N/A,5,490,5,0,1,5,98000000,0
1695491865.99492,00:00:00:00:00:00:00:04,ba:ac:3e:25:c0:d1,12:29:fb:48:15:e7,0x800,172.24.16.15,172.24.16.8,9007200211042304,N/A,6,588,5,0,1,5,98000000,0
1695491865.99492,00:00:00:00:00:00:00:04,16:0d:a2:c9:0f:83,6a:b4:67:f6:d8:ab,0x800,172.24.16.9,172.24.16.16,9007200278151168,N/A,6,588,5,0,3,5,91000000,0
1695491865.99492,00:00:00:00:00:00:00:04,9a:e2:59:1f:df:d6,5e:7d:a0:c9:22:15,0x800,172.24.16.4,172.24.16.11,9007200194265088,N/A,6,588,5,0,1,5,64000000,0
1695491865.99492,00:00:00:00:00:00:00:04,5e:7d:a0:c9:22:15,0e:53:0e:e7:c2:6e,0x800,172.24.16.11,172.24.16.17,9007200697581568,N/A,5,490,5,0,4,4,985000000,0
1695491865.99492,00:00:00:00:00:00:00:04,5e:7d:a0:c9:22:15,02:00:00:00:00:01,0x800,172.24.16.11,172.24.16.20,9007200009715712,N/A,1,74,5,0,4,5,47000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:a8:b5:1f:54:b6,02:00:00:00:00:01,0x800,172.24.16.13,172.24.16.20,9007200429146112,N/A,1,74,5,0,1,5,38000000,0
1695491865.99492,00:00:00:00:00:00:00:04,72:ad:29:aa:19:e9,02:00:00:00:00:01,0x800,172.24.16.14,172.24.16.20,9007200445923328,N/A,1,74,5,0,1,5,38000000,0
1695491865.99492,00:00:00:00:00:00:00:04,16:0d:a2:c9:0f:83,02:00:00:00:00:01,0x800,172.24.16.9,172.24.16.20,9007200462700544,N/A,1,74,5,0,3,5,38000000,0
1695491865.99492,00:00:00:00:00:00:00:04,24:d4:9b:33:b2:20,02:00:00:00:00:01,0x800,172.24.16.10,172.24.16.20,9007200479477760,N/A,1,74,5,0,3,5,38000000,0
1695491865.99492,00:00:00:00:00:00:00:04,ba:ac:3e:25:c0:d1,02:00:00:00:00:01,0x800,172.24.16.15,172.24.16.20,9007200496254976,N/A,1,74,5,0,1,5,38000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6a:b4:67:f6:d8:ab,02:00:00:00:00:01,0x800,172.24.16.16,172.24.16.20,9007200513032192,N/A,1,74,5,0,1,5,27000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6e:2c:ce:30:dc:d4,02:00:00:00:00:01,0x800,172.24.16.12,172.24.16.20,9007200412368896,N/A,2,148,5,0,4,5,27000000,0
1695491865.99492,00:00:00:00:00:00:00:04,0e:53:0e:e7:c2:6e,02:00:00:00:00:01,0x800,172.24.16.17,172.24.16.20,9007200529809408,N/A,0,0,5,0,1,5,27000000,0
1695491865.99492,00:00:00:00:00:00:00:04,2e:0d:67:ce:f5:ba,02:00:00:00:00:01,0x800,172.24.16.18,172.24.16.20,9007200546586624,N/A,0,0,5,0,1,5,27000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6c:23:c1:94:e3:3a,02:00:00:00:00:01,0x800,172.24.16.7,172.24.16.20,9007200563363840,N/A,0,0,5,0,2,5,27000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:29:fb:48:15:e7,02:00:00:00:00:01,0x800,172.24.16.8,172.24.16.20,9007200580141056,N/A,0,0,5,0,2,5,27000000,0
1695491865.99492,00:00:00:00:00:00:00:04,94:50:ab:97:e7:84,02:00:00:00:00:01,0x800,172.24.16.5,172.24.16.20,9007200596918272,N/A,1,74,5,0,1,5,27000000,0
1695491865.99492,00:00:00:00:00:00:00:04,7a:99:34:e1:18:60,02:00:00:00:00:01,0x800,172.24.16.6,172.24.16.20,9007200613695488,N/A,1,74,5,0,1,5,9000000,0
1695491865.99492,00:00:00:00:00:00:00:04,ce:94:05:58:97:d0,02:00:00:00:00:01,0x800,172.24.16.3,172.24.16.20,9007200647249920,N/A,2,148,5,0,1,4,997000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,5e:7d:a0:c9:22:15,0x800,172.24.16.20,172.24.16.11,9007200714358784,N/A,1,74,5,0,5,4,985000000,0
1695491865.99492,00:00:00:00:00:00:00:04,ba:2e:c8:df:0e:c9,02:00:00:00:00:01,0x800,172.24.16.1,172.24.16.20,9007200731136000,N/A,2,148,5,0,1,4,976000000,0
1695491865.99492,00:00:00:00:00:00:00:04,e0:19:6b:4d:dd:29,02:00:00:00:00:01,0x800,172.24.16.2,172.24.16.20,9007200747913216,N/A,2,148,5,0,1,4,975000000,0
1695491865.99492,00:00:00:00:00:00:00:04,9a:e2:59:1f:df:d6,02:00:00:00:00:01,0x800,172.24.16.4,172.24.16.20,9007200781467648,N/A,2,148,5,0,1,4,965000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,0e:53:0e:e7:c2:6e,0x800,172.24.16.20,172.24.16.17,9007200764690432,N/A,1,74,5,0,5,4,965000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,2e:0d:67:ce:f5:ba,0x800,172.24.16.20,172.24.16.18,9007200798244864,N/A,1,74,5,0,5,4,965000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,6c:23:c1:94:e3:3a,0x800,172.24.16.20,172.24.16.7,9007200815022080,N/A,1,74,5,0,5,4,955000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,12:29:fb:48:15:e7,0x800,172.24.16.20,172.24.16.8,9007200831799296,N/A,1,74,5,0,5,4,955000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,ba:ac:3e:25:c0:d1,0x800,172.24.16.20,172.24.16.15,9007200848576512,N/A,1,74,5,0,5,4,955000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,6a:b4:67:f6:d8:ab,0x800,172.24.16.20,172.24.16.16,9007200865353728,N/A,1,74,5,0,5,4,947000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,94:50:ab:97:e7:84,0x800,172.24.16.20,172.24.16.5,9007200882130944,N/A,1,74,5,0,5,4,945000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,7a:99:34:e1:18:60,0x800,172.24.16.20,172.24.16.6,9007200898908160,N/A,1,74,5,0,5,4,931000000,0
1695491865.99492,00:00:00:00:00:00:00:04,5e:7d:a0:c9:22:15,02:00:00:00:00:01,0x800,172.24.16.11,172.24.16.20,9007201217675264,N/A,6668,260318516,5,0,4,4,893000000,0
1695491865.99492,00:00:00:00:00:00:00:04,5e:7d:a0:c9:22:15,02:00:00:00:00:01,0x800,172.24.16.11,172.24.16.20,9007201234452480,N/A,2383,3601798,5,0,4,4,893000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6c:23:c1:94:e3:3a,02:00:00:00:00:01,0x800,172.24.16.7,172.24.16.20,9007201402224640,N/A,14332,785330676,5,0,2,4,893000000,0
1695491865.99492,00:00:00:00:00:00:00:04,6c:23:c1:94:e3:3a,02:00:00:00:00:01,0x800,172.24.16.7,172.24.16.20,9007201419001856,N/A,5200,7862096,5,0,2,4,893000000,0
1695491865.99492,00:00:00:00:00:00:00:04,0e:53:0e:e7:c2:6e,02:00:00:00:00:01,0x800,172.24.16.17,172.24.16.20,9007201653882880,N/A,10109,297829266,5,0,1,4,893000000,0
1695491865.99492,00:00:00:00:00:00:00:04,0e:53:0e:e7:c2:6e,02:00:00:00:00:01,0x800,172.24.16.17,172.24.16.20,9007201670660096,N/A,4399,6579918,5,0,1,4,893000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,12:a8:b5:1f:54:b6,0x800,172.24.16.20,172.24.16.13,9007200915685376,N/A,1,74,5,0,5,4,884000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,72:ad:29:aa:19:e9,0x800,172.24.16.20,172.24.16.14,9007201888763904,N/A,1,74,5,0,5,4,884000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,16:0d:a2:c9:0f:83,0x800,172.24.16.20,172.24.16.9,9007201905541120,N/A,1,74,5,0,5,4,884000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:29:fb:48:15:e7,02:00:00:00:00:01,0x800,172.24.16.8,172.24.16.20,9007202073313280,N/A,9305,498786302,5,0,2,4,859000000,0
1695491865.99492,00:00:00:00:00:00:00:04,12:29:fb:48:15:e7,02:00:00:00:00:01,0x800,172.24.16.8,172.24.16.20,9007202090090496,N/A,2016,3044648,5,0,2,4,859000000,0
1695491865.99492,00:00:00:00:00:00:00:04,02:00:00:00:00:01,24:d4:9b:33:b2:20,0x800,172.24.16.20,172.24.16.10,9007201922318336,N/A,1,74,5,0,5,4,859000000,0
