timestamp,datapath,rx-pkts,rx-bytes,rx-error,rx_dropped,tx-pkts,tx-bytes,tx-error,tx_dropped,duration_nsec,label
1694615709.821815,1,428273,23160480316,0,0,135503,8952694,0,0,15,0
1694615709.821815,1,11,962,0,0,196,20980,0,0,15,0
1694615709.821815,1,186,19665,0,0,53,5301,0,0,15,0
1694615709.821815,1,0,0,0,179,0,0,0,0,15,0
1694615709.822056,4,11,962,0,0,203,21693,0,0,15,0
1694615709.822056,4,10,876,0,0,204,21763,0,0,15,0
1694615709.822056,4,11,962,0,0,201,21493,0,0,15,0
1694615709.822056,4,119,12357,0,0,121,12645,0,0,15,0
1694615709.822056,4,88,9105,0,0,152,15897,0,0,15,0
1694615709.822056,4,0,0,0,186,0,0,0,0,15,0
1694615709.824883,3,11,962,0,0,203,21693,0,0,15,0
1694615709.824883,3,11,962,0,0,203,21693,0,0,15,0
1694615709.824883,3,11,962,0,0,201,21497,0,0,15,0
1694615709.824883,3,85,8731,0,0,156,16378,0,0,15,0
1694615709.824883,3,121,12645,0,0,119,12357,0,0,15,0
1694615709.824883,3,0,0,0,186,0,0,0,0,15,0
1694615709.82508,5,10,876,0,0,202,21586,0,0,15,0
1694615709.82508,5,27,2418,0,0,218,23070,0,0,15,0
1694615709.82508,5,10,872,0,0,202,21570,0,0,15,0
1694615709.82508,5,152,15897,0,0,88,9105,0,0,15,0
1694615709.82508,5,38,4026,0,0,171,18106,0,0,15,0
1694615709.82508,5,0,0,0,185,0,0,0,0,15,0
1694615709.825182,6,11,962,0,0,202,21583,0,0,15,0
1694615709.825182,6,11,962,0,0,203,21673,0,0,15,0
1694615709.825182,6,11,962,0,0,202,21583,0,0,15,0
1694615709.825182,6,171,18106,0,0,38,4026,0,0,15,0
1694615709.825182,6,0,0,0,186,0,0,0,0,15,0
1694615709.825316,2,11,962,0,0,201,21570,0,0,15,0
1694615709.825316,2,11,962,0,0,202,21620,0,0,15,0
1694615709.825316,2,11,962,0,0,202,21620,0,0,15,0
1694615709.825316,2,53,5301,0,0,186,19665,0,0,15,0
1694615709.825316,2,156,16378,0,0,85,8731,0,0,15,0
1694615709.825316,2,0,0,0,184,0,0,0,0,15,0
1694615719.849611,6,11,962,0,0,207,21988,0,0,25,0
1694615719.849611,6,11,962,0,0,208,22078,0,0,25,0
1694615719.849611,6,11,962,0,0,207,21988,0,0,25,0
1694615719.849611,6,176,18511,0,0,39,4133,0,0,25,0
1694615719.849611,6,0,0,0,191,0,0,0,0,25,0
1694615719.850063,5,10,876,0,0,208,22098,0,0,25,0
1694615719.850063,5,36,3300,0,0,233,24464,0,0,25,0
1694615719.850063,5,10,872,0,0,208,22082,0,0,25,0
1694615719.850063,5,166,17184,0,0,98,10094,0,0,25,0
1694615719.850063,5,39,4133,0,0,176,18511,0,0,25,0
1694615719.850063,5,0,0,0,191,0,0,0,0,25,0
1694615719.852805,1,170558,11258376,0,0,550402,29852324092,0,0,25,0
1694615719.852805,1,428882,23161385522,0,0,135519,8954152,0,0,25,0
1694615719.852805,1,11,962,0,0,200,21278,0,0,25,0
1694615719.852805,1,121552,6690941235,0,0,35314,2333047,0,0,25,0
1694615719.852805,1,0,0,0,183,0,0,0,0,25,0
1694615719.854463,2,11,962,0,0,205,21868,0,0,25,0
1694615719.854463,2,11,962,0,0,206,21918,0,0,25,0
1694615719.854463,2,16,1396,0,0,210,22310,0,0,25,0
1694615719.854463,2,35314,2333047,0,0,121552,6690941235,0,0,25,0
1694615719.854463,2,121526,6690938340,0,0,35352,2337018,0,0,25,0
1694615719.854463,2,0,0,0,188,0,0,0,0,25,0
1694615719.855482,4,11,962,0,0,208,22098,0,0,25,0
1694615719.855482,4,10,876,0,0,209,22168,0,0,25,0
1694615719.855482,4,11,962,0,0,206,21898,0,0,25,0
1694615719.855482,4,132,13537,0,0,132,13741,0,0,25,0
1694615719.855482,4,98,10094,0,0,166,17184,0,0,25,0
1694615719.855482,4,0,0,0,191,0,0,0,0,25,0
1694615719.858748,3,11,962,0,0,208,22098,0,0,25,0
1694615719.858748,3,11,962,0,0,208,22098,0,0,25,0
1694615719.858748,3,121426,6694379044,0,0,35475,2350040,0,0,25,0
1694615719.858748,3,35366,2337942,0,0,121586,6694395820,0,0,25,0
1694615719.858748,3,132,13741,0,0,132,13537,0,0,25,0
1694615719.858748,3,0,0,0,191,0,0,0,0,25,0
1694615729.839549,1,229483,15147886,0,0,793675,43646527824,0,0,35,0
1694615729.839549,1,428894,23161386614,0,0,135559,8957426,0,0,35,0
1694615729.839549,1,12,1032,0,0,229,23530,0,0,35,0
1694615729.839549,1,364833,20485145742,0,0,94254,6223896,0,0,35,0
1694615729.839549,1,0,0,0,211,0,0,0,0,35,0
1694615729.84448,5,11,946,0,0,237,24350,0,0,35,0
1694615729.84448,5,48,4392,0,0,273,27738,0,0,35,0
1694615729.84448,5,11,942,0,0,237,24334,0,0,35,0
1694615729.84448,5,197,19754,0,0,119,11890,0,0,35,0
1694615729.84448,5,44,4520,0,0,201,20446,0,0,35,0
1694615729.84448,5,0,0,0,219,0,0,0,0,35,0
1694615729.84479,3,12,1032,0,0,237,24350,0,0,35,0
1694615729.84479,3,12,1032,0,0,237,24350,0,0,35,0
1694615729.84479,3,364623,20485124206,0,0,94425,6241830,0,0,35,0
1694615729.84479,3,94308,6229276,0,0,364813,20485143482,0,0,35,0
1694615729.84479,3,158,15924,0,0,158,15720,0,0,35,0
1694615729.84479,3,0,0,0,219,0,0,0,0,35,0
1694615729.844903,6,12,1032,0,0,236,24240,0,0,35,0
1694615729.844903,6,12,1032,0,0,237,24330,0,0,35,0
1694615729.844903,6,12,1032,0,0,236,24240,0,0,35,0
1694615729.844903,6,201,20446,0,0,44,4520,0,0,35,0
1694615729.844903,6,0,0,0,219,0,0,0,0,35,0
1694615729.845221,2,12,1032,0,0,234,24120,0,0,35,0
1694615729.845221,2,12,1032,0,0,235,24170,0,0,35,0
1694615729.845221,2,28,2488,0,0,250,25584,0,0,35,0
1694615729.845221,2,94254,6223896,0,0,364833,20485145742,0,0,35,0
1694615729.845221,2,364813,20485143482,0,0,94308,6229276,0,0,35,0
1694615729.845221,2,0,0,0,216,0,0,0,0,35,0
1694615729.845388,4,12,1032,0,0,237,24350,0,0,35,0
1694615729.845388,4,11,946,0,0,238,24420,0,0,35,0
1694615729.845388,4,12,1032,0,0,235,24150,0,0,35,0
1694615729.845388,4,158,15720,0,0,158,15924,0,0,35,0
1694615729.845388,4,119,11890,0,0,197,19754,0,0,35,0
1694615729.845388,4,0,0,0,219,0,0,0,0,35,0
1694615739.845723,4,12,1032,0,0,238,24392,0,0,45,0
1694615739.845723,4,11,946,0,0,239,24462,0,0,45,0
1694615739.845723,4,12,1032,0,0,236,24192,0,0,45,0
1694615739.845723,4,169,16742,0,0,168,16904,0,0,45,0
1694615739.845723,4,129,12870,0,0,208,20776,0,0,45,0
1694615739.845723,4,0,0,0,220,0,0,0,0,45,0
1694615739.846845,1,271505,17921890,0,0,926949,50739561894,0,0,45,0
1694615739.846845,1,428904,23161387594,0,0,135570,8958448,0,0,45,0
1694615739.846845,1,12,1032,0,0,230,23572,0,0,45,0
1694615739.846845,1,498117,27578180792,0,0,136286,8998880,0,0,45,0
1694615739.846845,1,0,0,0,212,0,0,0,0,45,0
1694615739.847171,6,12,1032,0,0,237,24282,0,0,45,0
1694615739.847171,6,12,1032,0,0,238,24372,0,0,45,0
1694615739.847171,6,12,1032,0,0,237,24282,0,0,45,0
1694615739.847171,6,202,20488,0,0,44,4520,0,0,45,0
1694615739.847171,6,0,0,0,220,0,0,0,0,45,0
1694615739.860412,3,12,1032,0,0,238,24392,0,0,45,0
1694615739.860412,3,12,1032,0,0,238,24392,0,0,45,0
1694615739.860412,3,365243,20486046044,0,0,94438,6243032,0,0,45,0
1694615739.860412,3,94331,6231458,0,0,365443,20486066300,0,0,45,0
1694615739.860412,3,168,16904,0,0,169,16742,0,0,45,0
1694615739.860412,3,0,0,0,220,0,0,0,0,45,0
1694615739.861771,5,11,946,0,0,238,24392,0,0,45,0
1694615739.861771,5,58,5372,0,0,284,28760,0,0,45,0
1694615739.861771,5,11,942,0,0,238,24376,0,0,45,0
1694615739.861771,5,208,20776,0,0,129,12870,0,0,45,0
1694615739.861771,5,44,4520,0,0,202,20488,0,0,45,0
1694615739.861771,5,0,0,0,220,0,0,0,0,45,0
1694615739.86373,2,132671,7092113882,0,0,42253,2797846,0,0,45,0
1694615739.86373,2,12,1032,0,0,236,24212,0,0,45,0
1694615739.86373,2,37,3370,0,0,260,26508,0,0,45,0
1694615739.86373,2,136286,8998880,0,0,498117,27578180792,0,0,45,0
1694615739.86373,2,365443,20486066300,0,0,94331,6231458,0,0,45,0
1694615739.86373,2,0,0,0,217,0,0,0,0,45,0
1694615749.845602,1,342618,22615768,0,0,1176351,64530081556,0,0,55,0
1694615749.845602,1,428916,23161388658,0,0,135583,8959582,0,0,55,0
1694615749.845602,1,12,1032,0,0,231,23642,0,0,55,0
1694615749.845602,1,747530,41368701448,0,0,207411,13693822,0,0,55,0
1694615749.845602,1,0,0,0,213,0,0,0,0,55,0
1694615749.845708,6,12,1032,0,0,238,24352,0,0,55,0
1694615749.845708,6,12,1032,0,0,238,24372,0,0,55,0
1694615749.845708,6,12,1032,0,0,237,24282,0,0,55,0
1694615749.845708,6,202,20488,0,0,44,4520,0,0,55,0
1694615749.845708,6,0,0,0,220,0,0,0,0,55,0
1694615749.854645,5,11,946,0,0,238,24392,0,0,55,0
1694615749.854645,5,70,6436,0,0,296,29824,0,0,55,0
1694615749.854645,5,11,942,0,0,238,24376,0,0,55,0
1694615749.854645,5,220,21840,0,0,141,13934,0,0,55,0
1694615749.854645,5,44,4520,0,0,202,20488,0,0,55,0
1694615749.854645,5,0,0,0,220,0,0,0,0,55,0
1694615749.85499,3,12,1032,0,0,239,24462,0,0,55,0
1694615749.85499,3,12,1032,0,0,239,24462,0,0,55,0
1694615749.85499,3,365255,20486047108,0,0,94451,6244166,0,0,55,0
1694615749.85499,3,94355,6233586,0,0,365468,20486068498,0,0,55,0
1694615749.85499,3,181,18038,0,0,181,17806,0,0,55,0
1694615749.85499,3,0,0,0,221,0,0,0,0,55,0
1694615749.855323,2,382071,20882633404,0,0,113367,7491794,0,0,55,0
1694615749.855323,2,12,1032,0,0,237,24282,0,0,55,0
1694615749.855323,2,49,4434,0,0,273,27642,0,0,55,0
1694615749.855323,2,207411,13693822,0,0,747530,41368701448,0,0,55,0
1694615749.855323,2,365468,20486068498,0,0,94355,6233586,0,0,55,0
1694615749.855323,2,0,0,0,218,0,0,0,0,55,0
1694615749.855465,4,12,1032,0,0,239,24462,0,0,55,0
1694615749.855465,4,11,946,0,0,240,24532,0,0,55,0
1694615749.855465,4,12,1032,0,0,236,24192,0,0,55,0
1694615749.855465,4,181,17806,0,0,181,18038,0,0,55,0
1694615749.855465,4,141,13934,0,0,220,21840,0,0,55,0
1694615749.855465,4,0,0,0,220,0,0,0,0,55,0
1694615759.85386,1,427028,28186952,0,0,1303802,70080923152,0,0,65,0
1694615759.85386,1,428926,23161389610,0,0,135618,8962450,0,0,65,0
1694615759.85386,1,13,1102,0,0,257,25628,0,0,65,0
1694615759.85386,1,874987,46919543679,0,0,291833,19266135,0,0,65,0
1694615759.85386,1,0,0,0,238,0,0,0,0,65,0
1694615759.854443,6,13,1102,0,0,263,26268,0,0,65,0
1694615759.854443,6,13,1102,0,0,264,26358,0,0,65,0
1694615759.854443,6,13,1102,0,0,262,26198,0,0,65,0
1694615759.854443,6,224,22157,0,0,49,4907,0,0,65,0
1694615759.854443,6,0,0,0,245,0,0,0,0,65,0
1694615759.85553,4,17,1438,0,0,268,26742,0,0,65,0
1694615759.85553,4,12,1016,0,0,266,26518,0,0,65,0
1694615759.85553,4,126814,5549897260,0,0,84671,5597336,0,0,65,0
1694615759.85553,4,84609,5590545,0,0,127004,5549915999,0,0,65,0
1694615759.85553,4,158,15450,0,0,249,24214,0,0,65,0
1694615759.85553,4,0,0,0,246,0,0,0,0,65,0
1694615759.865542,2,382698,20883577110,0,0,113395,7493988,0,0,65,0
1694615759.865542,2,13,1102,0,0,262,26198,0,0,65,0
1694615759.865542,2,59,5414,0,0,309,30608,0,0,65,0
1694615759.865542,2,291833,19266135,0,0,874987,46919543679,0,0,65,0
1694615759.865542,2,492305,26035967756,0,0,178788,11806918,0,0,65,0
1694615759.865542,2,0,0,0,242,0,0,0,0,65,0
1694615759.866121,5,12,1016,0,0,265,26448,0,0,65,0
1694615759.866121,5,79,7318,0,0,333,32832,0,0,65,0
1694615759.866121,5,11,942,0,0,266,26502,0,0,65,0
1694615759.866121,5,249,24214,0,0,158,15450,0,0,65,0
1694615759.866121,5,49,4907,0,0,224,22157,0,0,65,0
1694615759.866121,5,0,0,0,246,0,0,0,0,65,0
1694615759.866579,3,13,1102,0,0,265,26448,0,0,65,0
1694615759.866579,3,13,1102,0,0,265,26448,0,0,65,0
1694615759.866579,3,365266,20486048158,0,0,94487,6247132,0,0,65,0
1694615759.866579,3,178788,11806918,0,0,492305,26035967756,0,0,65,0
1694615759.866579,3,127004,5549915999,0,0,84609,5590545,0,0,65,0
1694615759.866579,3,0,0,0,246,0,0,0,0,65,0
1694615769.848659,1,625721,41300702,0,0,1602103,83122396408,0,0,75,0
1694615769.848659,1,428936,23161390590,0,0,135632,8963710,0,0,75,0
1694615769.848659,1,13,1102,0,0,261,25908,0,0,75,0
1694615769.848659,1,1173298,59961017915,0,0,490537,32380935,0,0,75,0
1694615769.848659,1,0,0,0,242,0,0,0,0,75,0
1694615769.855051,3,13,1102,0,0,269,26728,0,0,75,0
1694615769.855051,3,13,1102,0,0,269,26728,0,0,75,0
1694615769.855051,3,365278,20486049222,0,0,94503,6248476,0,0,75,0
1694615769.855051,3,377505,24922852,0,0,790627,39077442986,0,0,75,0
1694615769.855051,3,425313,18591390095,0,0,283314,18705415,0,0,75,0
1694615769.855051,3,0,0,0,250,0,0,0,0,75,0
1694615769.855507,2,382698,20883577110,0,0,113400,7494338,0,0,75,0
1694615769.855507,2,13,1102,0,0,267,26548,0,0,75,0
1694615769.855507,2,72,6548,0,0,325,31952,0,0,75,0
1694615769.855507,2,490537,32380935,0,0,1173299,59961019427,0,0,75,0
1694615769.855507,2,790628,39077444498,0,0,377505,24922852,0,0,75,0
1694615769.855507,2,0,0,0,247,0,0,0,0,75,0
1694615769.855743,4,28,2460,0,0,283,28044,0,0,75,0
1694615769.855743,4,12,1016,0,0,270,26798,0,0,75,0
1694615769.855743,4,425122,18591371258,0,0,283379,18712388,0,0,75,0
1694615769.855743,4,283314,18705415,0,0,425313,18591390095,0,0,75,0
1694615769.855743,4,170,16570,0,0,261,25334,0,0,75,0
1694615769.855743,4,0,0,0,250,0,0,0,0,75,0
1694615769.855835,6,13,1102,0,0,268,26618,0,0,75,0
1694615769.855835,6,13,1102,0,0,269,26708,0,0,75,0
1694615769.855835,6,13,1102,0,0,268,26618,0,0,75,0
1694615769.855835,6,229,22507,0,0,49,4907,0,0,75,0
1694615769.855835,6,0,0,0,250,0,0,0,0,75,0
1694615769.855962,5,12,1016,0,0,269,26728,0,0,75,0
1694615769.855962,5,90,8368,0,0,346,34022,0,0,75,0
1694615769.855962,5,12,1012,0,0,269,26712,0,0,75,0
1694615769.855962,5,261,25334,0,0,170,16570,0,0,75,0
1694615769.855962,5,49,4907,0,0,229,22507,0,0,75,0
1694615769.855962,5,0,0,0,250,0,0,0,0,75,0
1694615779.893307,3,13,1102,0,0,271,26812,0,0,85,0
1694615779.893307,3,13,1102,0,0,271,26812,0,0,85,0
1694615779.893307,3,365287,20486050104,0,0,94514,6249442,0,0,85,0
1694615779.893307,3,421635,27836160,0,0,867820,42899527676,0,0,85,0
1694615779.893307,3,502497,22413473903,0,0,327435,21617841,0,0,85,0
1694615779.893307,3,0,0,0,252,0,0,0,0,85,0
1694615779.894282,1,669830,44212064,0,0,1679275,86944479152,0,0,85,0
1694615779.894282,1,428948,23161391654,0,0,135646,8964858,0,0,85,0
1694615779.894282,1,13,1102,0,0,263,25992,0,0,85,0
1694615779.894282,1,1250482,63783101723,0,0,534658,35293361,0,0,85,0
1694615779.894282,1,0,0,0,244,0,0,0,0,85,0
1694615779.89483,5,16,1352,0,0,274,27106,0,0,85,0
1694615779.89483,5,76633,3821127402,0,0,44468,2946506,0,0,85,0
1694615779.89483,5,12,1012,0,0,271,26796,0,0,85,0
1694615779.89483,5,44379,2937482,0,0,76714,3821135574,0,0,85,0
1694615779.89483,5,49,4907,0,0,231,22591,0,0,85,0
1694615779.89483,5,0,0,0,252,0,0,0,0,85,0
1694615779.895103,6,13,1102,0,0,270,26702,0,0,85,0
1694615779.895103,6,13,1102,0,0,271,26792,0,0,85,0
1694615779.895103,6,13,1102,0,0,270,26702,0,0,85,0
1694615779.895103,6,231,22591,0,0,49,4907,0,0,85,0
1694615779.895103,6,0,0,0,252,0,0,0,0,85,0
1694615779.896272,4,38,3440,0,0,295,29108,0,0,85,0
1694615779.896272,4,12,1016,0,0,272,26882,0,0,85,0
1694615779.896272,4,425772,18592337042,0,0,283394,18713730,0,0,85,0
1694615779.896272,4,327435,21617841,0,0,502497,22413473903,0,0,85,0
1694615779.896272,4,76714,3821135574,0,0,44379,2937482,0,0,85,0
1694615779.896272,4,0,0,0,252,0,0,0,0,85,0
1694615779.905193,2,382698,20883577110,0,0,113402,7494422,0,0,85,0
1694615779.905193,2,13,1102,0,0,269,26632,0,0,85,0
1694615779.905193,2,81,7430,0,0,336,32918,0,0,85,0
1694615779.905193,2,534658,35293361,0,0,1250482,63783101723,0,0,85,0
1694615779.905193,2,867820,42899527676,0,0,421635,27836160,0,0,85,0
1694615779.905193,2,0,0,0,249,0,0,0,0,85,0
1694615789.858925,1,764885,50485838,0,0,1887277,97954292570,0,0,95,0
1694615789.858925,1,428958,23161392634,0,0,135656,8965838,0,0,95,0
1694615789.858925,1,13,1102,0,0,263,25992,0,0,95,0
1694615789.858925,1,1458494,74792916121,0,0,629723,41568115,0,0,95,0
1694615789.858925,1,0,0,0,244,0,0,0,0,95,0
1694615789.871371,2,382698,20883577110,0,0,113402,7494422,0,0,95,0
1694615789.871371,2,13,1102,0,0,269,26632,0,0,95,0
1694615789.871371,2,91,8410,0,0,346,33898,0,0,95,0
1694615789.871371,2,629723,41568115,0,0,1458494,74792916121,0,0,95,0
1694615789.871371,2,1075842,53909343054,0,0,516710,34111894,0,0,95,0
1694615789.871371,2,0,0,0,249,0,0,0,0,95,0
1694615789.871765,5,27,2374,0,0,285,28128,0,0,95,0
1694615789.871765,5,284656,14830942822,0,0,139544,9222282,0,0,95,0
1694615789.871765,5,12,1012,0,0,271,26796,0,0,95,0
1694615789.871765,5,139444,9212236,0,0,284726,14830949972,0,0,95,0
1694615789.871765,5,49,4907,0,0,231,22591,0,0,95,0
1694615789.871765,5,0,0,0,252,0,0,0,0,95,0
1694615789.872227,4,48,4420,0,0,305,30088,0,0,95,0
1694615789.872227,4,12,1016,0,0,272,26882,0,0,95,0
1694615789.872227,4,425782,18592338022,0,0,283404,18714710,0,0,95,0
1694615789.872227,4,422500,27892595,0,0,710509,33423288301,0,0,95,0
1694615789.872227,4,284726,14830949972,0,0,139444,9212236,0,0,95,0
1694615789.872227,4,0,0,0,252,0,0,0,0,95,0
1694615789.872709,3,13,1102,0,0,271,26812,0,0,95,0
1694615789.872709,3,13,1102,0,0,271,26812,0,0,95,0
1694615789.872709,3,365297,20486051084,0,0,94524,6250422,0,0,95,0
1694615789.872709,3,516710,34111894,0,0,1075842,53909343054,0,0,95,0
1694615789.872709,3,710509,33423288301,0,0,422500,27892595,0,0,95,0
1694615789.872709,3,0,0,0,252,0,0,0,0,95,0
1694615789.872844,6,13,1102,0,0,270,26702,0,0,95,0
1694615789.872844,6,13,1102,0,0,271,26792,0,0,95,0
1694615789.872844,6,13,1102,0,0,270,26702,0,0,95,0
1694615789.872844,6,231,22591,0,0,49,4907,0,0,95,0
1694615789.872844,6,0,0,0,252,0,0,0,0,95,0
1694615799.865693,1,797836,52661284,0,0,1978819,102763898558,0,0,105,0
1694615799.865693,1,519844,27970003642,0,0,168613,11141488,0,0,105,0
1694615799.865693,1,13,1102,0,0,264,26034,0,0,105,0
1694615799.865693,1,1459171,74793913119,0,0,629743,41570235,0,0,105,0
1694615799.865693,1,0,0,0,245,0,0,0,0,105,0
1694615799.878729,6,13,1102,0,0,271,26744,0,0,105,0
1694615799.878729,6,13,1102,0,0,272,26834,0,0,105,0
1694615799.878729,6,13,1102,0,0,271,26744,0,0,105,0
1694615799.878729,6,232,22633,0,0,49,4907,0,0,105,0
1694615799.878729,6,0,0,0,253,0,0,0,0,105,0
1694615799.879516,2,382698,20883577110,0,0,113403,7494464,0,0,105,0
1694615799.879516,2,13,1102,0,0,270,26674,0,0,105,0
1694615799.879516,2,107,9810,0,0,362,35298,0,0,105,0
1694615799.879516,2,629743,41570235,0,0,1459171,74793913119,0,0,105,0
1694615799.879516,2,1076527,53910340780,0,0,516739,34114784,0,0,105,0
1694615799.879516,2,0,0,0,250,0,0,0,0,105,0
1694615799.880041,5,37,3354,0,0,296,29150,0,0,105,0
1694615799.880041,5,285339,14831940464,0,0,139571,9225088,0,0,105,0
1694615799.880041,5,12,1012,0,0,272,26838,0,0,105,0
1694615799.880041,5,139461,9214062,0,0,285399,14831946634,0,0,105,0
1694615799.880041,5,49,4907,0,0,232,22633,0,0,105,0
1694615799.880041,5,0,0,0,253,0,0,0,0,105,0
1694615799.88059,3,13,1102,0,0,272,26854,0,0,105,0
1694615799.88059,3,13,1102,0,0,272,26854,0,0,105,0
1694615799.88059,3,365309,20486052148,0,0,94537,6251528,0,0,105,0
1694615799.88059,3,516739,34114784,0,0,1076527,53910340780,0,0,105,0
1694615799.88059,3,711182,33424284963,0,0,422517,27894421,0,0,105,0
1694615799.88059,3,0,0,0,253,0,0,0,0,105,0
1694615799.881231,4,58,5344,0,0,316,31054,0,0,105,0
1694615799.881231,4,12,1016,0,0,273,26924,0,0,105,0
1694615799.881231,4,425792,18592338946,0,0,283415,18715676,0,0,105,0
1694615799.881231,4,422517,27894421,0,0,711182,33424284963,0,0,105,0
1694615799.881231,4,285399,14831946634,0,0,139461,9214062,0,0,105,0
1694615799.881231,4,0,0,0,253,0,0,0,0,105,0
1694615809.864732,1,945448,62403856,0,0,2257348,116899847022,0,0,115,0
1694615809.864732,1,798381,42105952918,0,0,316238,20885222,0,0,115,0
1694615809.864732,1,13,1102,0,0,266,26174,0,0,115,0
1694615809.864732,1,1459184,74793914281,0,0,629754,41571257,0,0,115,0
1694615809.864732,1,0,0,0,247,0,0,0,0,115,0
1694615809.872733,3,13,1102,0,0,274,26994,0,0,115,0
1694615809.872733,3,14,1172,0,0,273,26924,0,0,115,0
1694615809.872733,3,365320,20486053198,0,0,94548,6252578,0,0,115,0
1694615809.872733,3,516749,34115764,0,0,1076539,53910341900,0,0,115,0
1694615809.872733,3,711182,33424284963,0,0,422519,27894561,0,0,115,0
1694615809.872733,3,0,0,0,255,0,0,0,0,115,0
1694615809.873274,2,382698,20883577110,0,0,113405,7494604,0,0,115,0
1694615809.873274,2,13,1102,0,0,272,26814,0,0,115,0
1694615809.873274,2,128,11812,0,0,385,37440,0,0,115,0
1694615809.873274,2,629754,41571257,0,0,1459184,74793914281,0,0,115,0
1694615809.873274,2,1076539,53910341900,0,0,516749,34115764,0,0,115,0
1694615809.873274,2,0,0,0,252,0,0,0,0,115,0
1694615809.874283,5,47,4334,0,0,308,30270,0,0,115,0
1694615809.874283,5,285349,14831941444,0,0,139583,9226208,0,0,115,0
1694615809.874283,5,12,1012,0,0,274,26978,0,0,115,0
1694615809.874283,5,139463,9214202,0,0,285399,14831946634,0,0,115,0
1694615809.874283,5,49,4907,0,0,234,22773,0,0,115,0
1694615809.874283,5,0,0,0,255,0,0,0,0,115,0
1694615809.874878,4,69,6366,0,0,329,32216,0,0,115,0
1694615809.874878,4,12,1016,0,0,276,27134,0,0,115,0
1694615809.874878,4,425803,18592339968,0,0,283428,18716838,0,0,115,0
1694615809.874878,4,422519,27894561,0,0,711182,33424284963,0,0,115,0
1694615809.874878,4,285399,14831946634,0,0,139463,9214202,0,0,115,0
1694615809.874878,4,0,0,0,255,0,0,0,0,115,0
1694615809.87503,6,13,1102,0,0,274,26954,0,0,115,0
1694615809.87503,6,13,1102,0,0,274,26974,0,0,115,0
1694615809.87503,6,13,1102,0,0,273,26884,0,0,115,0
1694615809.87503,6,234,22773,0,0,49,4907,0,0,115,0
1694615809.87503,6,0,0,0,255,0,0,0,0,115,0
1694615819.866422,1,1015079,66999622,0,0,2362783,121487181860,0,0,125,0
1694615819.866422,1,799073,42106982178,0,0,316259,20886956,0,0,125,0
1694615819.866422,1,13,1102,0,0,276,26818,0,0,125,0
1694615819.866422,1,1563945,79380221623,0,0,699392,46167697,0,0,125,0
1694615819.866422,1,0,0,0,256,0,0,0,0,125,0
1694615819.876798,5,57,5258,0,0,327,31768,0,0,125,0
1694615819.876798,5,285359,14831942368,0,0,139602,9227706,0,0,125,0
1694615819.876798,5,16,1348,0,0,287,27916,0,0,125,0
1694615819.876798,5,139473,9214930,0,0,285406,14831947180,0,0,125,0
1694615819.876798,5,51,5047,0,0,241,23207,0,0,125,0
1694615819.876798,5,0,0,0,264,0,0,0,0,125,0
1694615819.877571,2,382698,20883577110,0,0,113414,7495178,0,0,125,0
